rat_id,study_day,condition,treatment,trial_num,epoch_id,state,duration
5,8,HC,0,5,10,tonic,66.27399999999989
5,8,HC,0,5,11,tonic,51.355999999999995
5,8,HC,0,5,12,tonic,48.80199999999968
5,8,HC,0,5,13,tonic,21.68000000000029
5,8,HC,0,5,14,tonic,11.08600000000024
5,8,HC,0,5,15,tonic,13.927999999999884
5,8,HC,0,5,16,tonic,65.0
5,8,HC,0,5,17,tonic,29.673999999999978
5,8,HC,0,5,18,tonic,11.978000000000065
5,8,HC,0,5,19,tonic,32.529999999999745
5,8,HC,0,5,20,tonic,2.22400000000016
5,8,HC,0,5,21,tonic,40.0
5,8,HC,0,5,22,tonic,1.5580000000009022
5,8,HC,0,5,23,tonic,0.47400000000016007
5,8,HC,0,5,24,tonic,27.915999999999258
5,8,HC,0,5,25,tonic,5.185999999999694
5,8,HC,0,5,26,tonic,14.959999999999127
5,8,HC,0,5,27,tonic,40.891999999999825
5,16,OR,1,5,0,phasic,2.296000000000049
5,16,OR,1,5,1,phasic,2.8920000000000528
5,16,OR,1,5,2,phasic,1.8940000000000055
5,16,OR,1,5,3,phasic,1.1199999999998909
5,16,OR,1,5,4,phasic,1.7080000000000837
5,16,OR,1,5,5,phasic,1.6280000000001564
5,16,OR,1,5,6,phasic,1.849999999999909
5,16,OR,1,5,7,phasic,1.4519999999997708
5,16,OR,1,5,8,phasic,2.2380000000002838
5,16,OR,1,5,9,phasic,1.8699999999998909
5,16,OR,1,5,10,phasic,1.2599999999997635
5,16,OR,1,5,11,phasic,0.9819999999999709
5,16,OR,1,5,12,phasic,1.2860000000000582
5,16,OR,1,5,13,phasic,1.9239999999999782
5,16,OR,1,5,14,phasic,1.6739999999999782
5,16,OR,1,5,15,phasic,2.3900000000003274
5,16,OR,1,5,16,phasic,1.7780000000002474
5,16,OR,1,5,17,phasic,1.1460000000006403
5,16,OR,1,5,18,phasic,2.2039999999997235
5,16,OR,1,5,19,phasic,1.390000000001237
5,16,OR,1,5,20,phasic,1.4279999999998836
5,16,OR,1,5,21,phasic,1.6900000000005093
5,16,OR,1,5,22,phasic,1.7080000000005384
5,16,OR,1,5,23,phasic,1.5720000000001164
5,16,OR,1,5,24,phasic,1.3880000000008295
5,16,OR,1,5,25,phasic,1.0339999999996508
5,16,OR,1,5,26,phasic,1.6679999999996653
5,16,OR,1,5,27,phasic,1.8719999999993888
5,16,OR,1,5,0,tonic,30.25
5,16,OR,1,5,1,tonic,8.117999999999938
5,16,OR,1,5,2,tonic,3.9039999999999964
5,16,OR,1,5,3,tonic,21.299999999999955
5,16,OR,1,5,4,tonic,41.460000000000036
5,16,OR,1,5,5,tonic,15.057999999999993
5,16,OR,1,5,6,tonic,0.07400000000006912
5,16,OR,1,5,7,tonic,3.5019999999999527
5,16,OR,1,5,8,tonic,9.268000000000029
5,16,OR,1,5,9,tonic,7.864000000000033
5,16,OR,1,5,10,tonic,48.19999999999982
5,16,OR,1,5,11,tonic,17.218000000000302
5,16,OR,1,5,12,tonic,25.576000000000022
5,16,OR,1,5,13,tonic,21.93600000000015
5,16,OR,1,5,14,tonic,37.685999999999694
5,16,OR,1,5,15,tonic,8.566000000000258
5,16,OR,1,5,16,tonic,10.61999999999989
5,16,OR,1,5,17,tonic,72.47200000000021
5,16,OR,1,5,18,tonic,96.85399999999981
5,16,OR,1,5,19,tonic,25.971999999999753
5,16,OR,1,5,20,tonic,89.63799999999992
5,16,OR,1,5,21,tonic,3.6239999999997963
5,16,OR,1,5,22,tonic,4.829999999999927
5,16,OR,1,5,23,tonic,1.7799999999988358
5,16,OR,1,5,24,tonic,59.63800000000083
5,16,OR,1,5,25,tonic,21.745999999999185
5,16,OR,1,5,26,tonic,5.935999999999694
5,16,OR,1,5,27,tonic,26.159999999999854
5,16,OR,1,5,28,tonic,5.649999999999636
5,16,OR,1,5,29,tonic,0.02599999999983993
5,16,OR,1,5,30,tonic,1.0579999999990832
5,16,OR,1,5,31,tonic,29.649999999999636
5,16,OR,1,5,32,tonic,36.08400000000074
5,16,OR,1,5,33,tonic,6.427999999999884
5,16,OR,1,5,34,tonic,1.2399999999997817
5,16,OR,1,5,35,tonic,7.272000000000844
5,16,OR,1,4,0,phasic,1.2419999999999618
5,16,OR,1,4,1,phasic,1.433999999999969
5,16,OR,1,4,2,phasic,1.8320000000001073
5,16,OR,1,4,0,tonic,3.241999999999962
5,16,OR,1,4,1,tonic,38.200000000000045
5,16,OR,1,4,2,tonic,23.286000000000058
5,16,OR,1,4,3,tonic,20.763999999999896
5,2,OR,0,4,0,phasic,2.0720000000001164
5,2,OR,0,4,1,phasic,3.4440000000001874
5,2,OR,0,4,2,phasic,0.987999999999829
5,2,OR,0,4,0,tonic,35.05799999999999
5,2,OR,0,4,1,tonic,1.2779999999997926
5,2,OR,0,4,2,tonic,2.147999999999911
5,2,OR,0,4,3,tonic,4.718000000000075
5,2,OR,0,4,4,tonic,70.2940000000001
5,2,OR,0,2,0,phasic,1.9839999999999236
5,2,OR,0,2,1,phasic,1.5520000000001346
5,2,OR,0,2,2,phasic,1.127999999999929
5,2,OR,0,2,3,phasic,1.0399999999999636
5,2,OR,0,2,4,phasic,1.0
5,2,OR,0,2,0,tonic,4.4780000000000655
5,2,OR,0,2,1,tonic,24.46199999999999
5,2,OR,0,2,2,tonic,14.243999999999915
5,2,OR,0,2,3,tonic,37.430000000000064
5,2,OR,0,2,4,tonic,13.682000000000016
5,2,OR,0,2,5,tonic,4.2979999999997744
5,2,OR,0,2,6,tonic,21.702000000000226
5,2,OR,0,5,0,phasic,1.4600000000000364
5,2,OR,0,5,1,phasic,1.8959999999999582
5,2,OR,0,5,2,phasic,1.737999999999829
5,2,OR,0,5,3,phasic,1.2460000000000946
5,2,OR,0,5,4,phasic,2.349999999999909
5,2,OR,0,5,5,phasic,1.550000000000182
5,2,OR,0,5,6,phasic,1.1820000000002437
5,2,OR,0,5,0,tonic,14.741999999999962
5,2,OR,0,5,1,tonic,29.039999999999964
5,2,OR,0,5,2,tonic,94.86200000000008
5,2,OR,0,5,3,tonic,39.25
5,2,OR,0,5,4,tonic,17.01200000000017
5,2,OR,0,5,5,tonic,59.8119999999999
5,2,OR,0,5,6,tonic,26.82400000000007
5,2,OR,0,5,7,tonic,53.00599999999986
5,2,OR,0,5,8,tonic,0.44399999999996
5,2,OR,0,5,9,tonic,39.585999999999785
5,2,OR,0,3,0,phasic,1.2639999999998963
5,2,OR,0,3,1,phasic,1.4299999999998363
5,2,OR,0,3,2,phasic,1.877999999999929
5,2,OR,0,3,3,phasic,2.240000000000009
5,2,OR,0,3,0,tonic,18.950000000000045
5,2,OR,0,3,1,tonic,2.66800000000012
5,2,OR,0,3,2,tonic,0.11200000000008004
5,2,OR,0,3,3,tonic,5.698000000000093
5,2,OR,0,3,4,tonic,59.736000000000104
5,2,OR,0,3,5,tonic,57.02399999999989
5,2,OR,0,3,6,tonic,37.0
5,2,OR,0,1,0,phasic,3.936000000000149
5,2,OR,0,1,0,tonic,78.32999999999993
5,2,OR,0,1,1,tonic,6.733999999999924
5,1,OR,1,5,0,phasic,1.6420000000000528
5,1,OR,1,5,1,phasic,1.3379999999999654
5,1,OR,1,5,2,phasic,2.036000000000058
5,1,OR,1,5,3,phasic,2.3940000000000055
5,1,OR,1,5,4,phasic,1.2039999999997235
5,1,OR,1,5,5,phasic,1.3979999999996835
5,1,OR,1,5,6,phasic,1.0299999999997453
5,1,OR,1,5,7,phasic,1.8640000000000327
5,1,OR,1,5,0,tonic,45.22199999999998
5,1,OR,1,5,1,tonic,3.5519999999999072
5,1,OR,1,5,2,tonic,15.701999999999998
5,1,OR,1,5,3,tonic,13.8900000000001
5,1,OR,1,5,4,tonic,33.22399999999993
5,1,OR,1,5,5,tonic,0.09200000000009823
5,1,OR,1,5,6,tonic,11.696000000000367
5,1,OR,1,5,7,tonic,7.610000000000127
5,1,OR,1,5,8,tonic,41.0
5,1,OR,1,5,9,tonic,14.0
5,1,OR,1,5,10,tonic,62.99800000000005
5,1,OR,1,5,11,tonic,36.008000000000266
5,1,OR,1,5,12,tonic,16.09999999999991
5,1,OR,1,3,0,phasic,1.7439999999999145
5,1,OR,1,3,1,phasic,1.655999999999949
5,1,OR,1,3,2,phasic,1.2799999999999727
5,1,OR,1,3,0,tonic,12.0
5,1,OR,1,3,1,tonic,2.410000000000082
5,1,OR,1,3,2,tonic,34.403999999999996
5,1,OR,1,3,3,tonic,2.4980000000000473
5,1,OR,1,3,4,tonic,12.008000000000038
5,1,OR,1,4,0,phasic,1.7019999999999982
5,1,OR,1,4,1,phasic,1.54200000000003
5,1,OR,1,4,2,phasic,2.935999999999922
5,1,OR,1,4,3,phasic,3.4420000000000073
5,1,OR,1,4,4,phasic,0.9300000000000637
5,1,OR,1,4,5,phasic,1.5360000000000582
5,1,OR,1,4,6,phasic,1.2000000000000455
5,1,OR,1,4,0,tonic,46.12800000000004
5,1,OR,1,4,1,tonic,50.92599999999993
5,1,OR,1,4,2,tonic,21.701999999999998
5,1,OR,1,4,3,tonic,12.0
5,1,OR,1,4,4,tonic,42.06600000000003
5,1,OR,1,4,5,tonic,12.768000000000029
5,1,OR,1,4,6,tonic,12.379999999999882
5,1,OR,1,4,7,tonic,8.723999999999933
5,1,OR,1,4,8,tonic,0.8820000000000618
5,1,OR,1,4,9,tonic,23.13799999999992
5,3,OD,0,4,0,phasic,1.0860000000000127
5,3,OD,0,4,1,phasic,1.3360000000000127
5,3,OD,0,4,2,phasic,3.324000000000069
5,3,OD,0,4,3,phasic,1.0419999999999163
5,3,OD,0,4,4,phasic,1.2160000000001219
5,3,OD,0,4,5,phasic,1.41599999999994
5,3,OD,0,4,0,tonic,2.8379999999999654
5,3,OD,0,4,1,tonic,9.234000000000037
5,3,OD,0,4,2,tonic,44.44799999999998
5,3,OD,0,4,3,tonic,44.733999999999924
5,3,OD,0,4,4,tonic,22.0
5,3,OD,0,4,5,tonic,14.756000000000085
5,3,OD,0,4,6,tonic,10.067999999999984
5,3,OD,0,4,7,tonic,7.38799999999992
5,3,OD,0,4,8,tonic,32.11400000000003
5,3,OD,0,3,0,phasic,1.51400000000001
5,3,OD,0,3,1,phasic,0.9500000000000455
5,3,OD,0,3,2,phasic,1.2160000000001219
5,3,OD,0,3,0,tonic,6.121999999999957
5,3,OD,0,3,1,tonic,3.6539999999999964
5,3,OD,0,3,2,tonic,28.569999999999936
5,3,OD,0,3,3,tonic,69.97399999999993
5,3,OD,0,5,0,phasic,1.0119999999999436
5,3,OD,0,5,1,phasic,2.3239999999998417
5,3,OD,0,5,0,tonic,13.836000000000013
5,3,OD,0,5,1,tonic,54.83200000000011
5,3,OD,0,5,2,tonic,4.996000000000095
5,14,OR,0,5,0,phasic,1.0679999999999836
5,14,OR,0,5,1,phasic,1.2420000000001892
5,14,OR,0,5,2,phasic,1.8419999999998709
5,14,OR,0,5,0,tonic,3.2719999999999345
5,14,OR,0,5,1,tonic,0.75
5,14,OR,0,5,2,tonic,44.702
5,14,OR,0,5,3,tonic,18.124000000000024
5,14,OR,0,4,0,phasic,1.4079999999999018
5,14,OR,0,4,1,phasic,1.5679999999997563
5,14,OR,0,4,2,phasic,2.05199999999968
5,14,OR,0,4,3,phasic,1.4099999999998545
5,14,OR,0,4,4,phasic,3.2539999999999054
5,14,OR,0,4,5,phasic,1.3139999999998508
5,14,OR,0,4,0,tonic,105.452
5,14,OR,0,4,1,tonic,18.1400000000001
5,14,OR,0,4,2,tonic,70.0
5,14,OR,0,4,3,tonic,4.536000000000058
5,14,OR,0,4,4,tonic,1.368000000000393
5,14,OR,0,4,5,tonic,11.340000000000146
5,14,OR,0,4,6,tonic,0.9520000000002256
5,14,OR,0,4,7,tonic,26.208000000000084
5,14,OR,0,2,0,phasic,2.77800000000002
5,14,OR,0,2,1,phasic,1.8099999999999454
5,14,OR,0,2,2,phasic,1.2080000000000837
5,14,OR,0,2,0,tonic,37.6579999999999
5,14,OR,0,2,1,tonic,22.73400000000015
5,14,OR,0,2,2,tonic,1.3379999999999654
5,14,OR,0,2,3,tonic,31.473999999999933
5,14,OR,0,3,0,phasic,1.2980000000000018
5,14,OR,0,3,1,phasic,2.0559999999995853
5,14,OR,0,3,2,phasic,1.1179999999999382
5,14,OR,0,3,3,phasic,1.2080000000000837
5,14,OR,0,3,4,phasic,0.9619999999999891
5,14,OR,0,3,0,tonic,47.65599999999995
5,14,OR,0,3,1,tonic,35.04600000000005
5,14,OR,0,3,2,tonic,34.164000000000215
5,14,OR,0,3,3,tonic,5.380000000000109
5,14,OR,0,3,4,tonic,40.940000000000055
5,14,OR,0,3,5,tonic,22.06800000000021
5,14,OR,0,3,6,tonic,8.103999999999814
5,4,HC,0,2,0,phasic,4.179999999999836
5,4,HC,0,2,1,phasic,1.1480000000001382
5,4,HC,0,2,2,phasic,1.1979999999998654
5,4,HC,0,2,0,tonic,41.0
5,4,HC,0,2,1,tonic,35.94800000000009
5,4,HC,0,2,2,tonic,69.87200000000007
5,4,HC,0,2,3,tonic,0.018000000000029104
5,4,HC,0,2,4,tonic,10.86999999999989
5,4,HC,0,2,5,tonic,18.766000000000076
5,4,HC,0,5,0,phasic,2.2660000000000764
5,4,HC,0,5,1,phasic,3.1820000000000164
5,4,HC,0,5,2,phasic,3.183999999999969
5,4,HC,0,5,3,phasic,1.018000000000029
5,4,HC,0,5,4,phasic,0.9839999999999236
5,4,HC,0,5,5,phasic,1.961999999999989
5,4,HC,0,5,6,phasic,2.1840000000001965
5,4,HC,0,5,7,phasic,1.36200000000008
5,4,HC,0,5,8,phasic,1.4220000000000255
5,4,HC,0,5,9,phasic,2.550000000000182
5,4,HC,0,5,10,phasic,1.5700000000001637
5,4,HC,0,5,11,phasic,1.7919999999999163
5,4,HC,0,5,12,phasic,1.2280000000000655
5,4,HC,0,5,13,phasic,2.5640000000003056
5,4,HC,0,5,14,phasic,1.207999999999629
5,4,HC,0,5,15,phasic,1.9459999999999127
5,4,HC,0,5,16,phasic,5.007999999999811
5,4,HC,0,5,17,phasic,1.0779999999995198
5,4,HC,0,5,18,phasic,1.11200000000008
5,4,HC,0,5,19,phasic,1.5020000000004075
5,4,HC,0,5,20,phasic,2.9559999999992215
5,4,HC,0,5,21,phasic,4.431999999999789
5,4,HC,0,5,22,phasic,5.86200000000008
5,4,HC,0,5,23,phasic,1.8699999999998909
5,4,HC,0,5,24,phasic,1.1660000000001673
5,4,HC,0,5,25,phasic,2.636000000000422
5,4,HC,0,5,26,phasic,1.2420000000001892
5,4,HC,0,5,27,phasic,1.3520000000007713
5,4,HC,0,5,0,tonic,1.1140000000000327
5,4,HC,0,5,1,tonic,0.88799999999992
5,4,HC,0,5,2,tonic,7.1099999999999
5,4,HC,0,5,3,tonic,19.29600000000005
5,4,HC,0,5,4,tonic,21.08400000000006
5,4,HC,0,5,5,tonic,4.874000000000024
5,4,HC,0,5,6,tonic,5.125999999999976
5,4,HC,0,5,7,tonic,78.91200000000003
5,4,HC,0,5,8,tonic,30.0
5,4,HC,0,5,9,tonic,24.0
5,4,HC,0,5,10,tonic,214.0
5,4,HC,0,5,11,tonic,18.26800000000003
5,4,HC,0,5,12,tonic,25.639999999999873
5,4,HC,0,5,13,tonic,17.615999999999985
5,4,HC,0,5,14,tonic,1.2779999999997926
5,4,HC,0,5,15,tonic,6.303999999999633
5,4,HC,0,5,16,tonic,56.20400000000018
5,4,HC,0,5,17,tonic,9.661999999999807
5,4,HC,0,5,18,tonic,11.695999999999913
5,4,HC,0,5,19,tonic,11.659999999999854
5,4,HC,0,5,20,tonic,20.0300000000002
5,4,HC,0,5,21,tonic,32.970000000000255
5,4,HC,0,5,22,tonic,30.846000000000004
5,4,HC,0,5,23,tonic,61.00200000000041
5,4,HC,0,5,24,tonic,16.98999999999978
5,4,HC,0,5,25,tonic,92.23800000000028
5,4,HC,0,5,26,tonic,12.684000000000196
5,4,HC,0,5,27,tonic,0.033999999999650754
5,4,HC,0,5,28,tonic,3.6520000000000437
5,4,HC,0,5,29,tonic,3.22400000000016
5,4,HC,0,5,30,tonic,19.562000000000808
5,4,HC,0,5,31,tonic,19.8779999999997
5,4,HC,0,5,32,tonic,1.0780000000004293
5,4,HC,0,5,33,tonic,53.83799999999974
5,4,HC,0,5,34,tonic,9.0
5,4,HC,0,5,35,tonic,15.0
5,4,HC,0,5,36,tonic,44.0
5,4,HC,0,5,37,tonic,0.014000000000123691
5,4,HC,0,5,38,tonic,39.81999999999971
5,4,HC,0,5,39,tonic,88.0
5,4,HC,0,5,40,tonic,0.02599999999983993
5,4,HC,0,5,41,tonic,30.15400000000045
5,4,HC,0,5,42,tonic,3.447999999998501
5,4,HC,0,5,43,tonic,17.141999999999825
5,4,HC,0,4,0,phasic,1.3079999999999927
5,4,HC,0,4,1,phasic,4.218000000000075
5,4,HC,0,4,2,phasic,1.3479999999999563
5,4,HC,0,4,3,phasic,1.6700000000000728
5,4,HC,0,4,4,phasic,0.9819999999999709
5,4,HC,0,4,0,tonic,47.28800000000001
5,4,HC,0,4,1,tonic,42.13599999999997
5,4,HC,0,4,2,tonic,6.0499999999999545
5,4,HC,0,4,3,tonic,30.0
5,4,HC,0,4,4,tonic,43.422000000000025
5,4,HC,0,4,5,tonic,0.11400000000003274
5,4,HC,0,4,6,tonic,7.961999999999989
5,4,HC,0,4,7,tonic,38.50199999999995
5,4,HC,0,4,8,tonic,18.0
5,4,HC,0,1,0,phasic,1.2559999999998581
5,4,HC,0,1,1,phasic,0.9920000000001892
5,4,HC,0,1,2,phasic,1.5039999999999054
5,4,HC,0,1,3,phasic,0.9780000000000655
5,4,HC,0,1,0,tonic,46.0
5,4,HC,0,1,1,tonic,80.13599999999997
5,4,HC,0,1,2,tonic,27.289999999999964
5,4,HC,0,1,3,tonic,51.78800000000001
5,4,HC,0,1,4,tonic,5.023999999999887
5,4,HC,0,1,5,tonic,28.032000000000153
5,4,HC,0,3,0,phasic,3.1639999999999873
5,4,HC,0,3,1,phasic,0.9779999999999518
5,4,HC,0,3,2,phasic,1.3579999999999472
5,4,HC,0,3,3,phasic,1.6720000000000255
5,4,HC,0,3,4,phasic,1.8460000000000036
5,4,HC,0,3,5,phasic,1.7000000000000455
5,4,HC,0,3,6,phasic,2.2059999999999036
5,4,HC,0,3,7,phasic,2.963999999999942
5,4,HC,0,3,0,tonic,62.19200000000001
5,4,HC,0,3,1,tonic,1.3540000000000418
5,4,HC,0,3,2,tonic,47.180000000000064
5,4,HC,0,3,3,tonic,19.826000000000022
5,4,HC,0,3,4,tonic,0.23599999999999
5,4,HC,0,3,5,tonic,1.8139999999999645
5,4,HC,0,3,6,tonic,75.67999999999995
5,4,HC,0,3,7,tonic,39.97600000000011
5,4,HC,0,3,8,tonic,53.23000000000002
5,4,HC,0,3,9,tonic,11.624000000000024
5,4,HC,0,3,10,tonic,21.0
5,5,OD,1,5,0,phasic,1.6019999999998618
5,5,OD,1,5,1,phasic,1.5659999999998035
5,5,OD,1,5,2,phasic,1.080000000000382
5,5,OD,1,5,3,phasic,2.8079999999999927
5,5,OD,1,5,4,phasic,1.5119999999997162
5,5,OD,1,5,5,phasic,1.0199999999999818
5,5,OD,1,5,6,phasic,1.5160000000000764
5,5,OD,1,5,7,phasic,0.9360000000006039
5,5,OD,1,5,8,phasic,1.36200000000008
5,5,OD,1,5,9,phasic,0.975999999999658
5,5,OD,1,5,10,phasic,1.8999999999996362
5,5,OD,1,5,11,phasic,2.2979999999997744
5,5,OD,1,5,12,phasic,1.274000000000342
5,5,OD,1,5,13,phasic,1.88799999999992
5,5,OD,1,5,14,phasic,1.8599999999996726
5,5,OD,1,5,15,phasic,1.8820000000005166
5,5,OD,1,5,0,tonic,121.0
5,5,OD,1,5,1,tonic,64.0
5,5,OD,1,5,2,tonic,3.244000000000142
5,5,OD,1,5,3,tonic,35.153999999999996
5,5,OD,1,5,4,tonic,17.572000000000116
5,5,OD,1,5,5,tonic,93.86200000000008
5,5,OD,1,5,6,tonic,17.0
5,5,OD,1,5,7,tonic,4.411999999999807
5,5,OD,1,5,8,tonic,8.50799999999981
5,5,OD,1,5,9,tonic,25.0
5,5,OD,1,5,10,tonic,3.173999999999978
5,5,OD,1,5,11,tonic,73.85800000000017
5,5,OD,1,5,12,tonic,2.0300000000002
5,5,OD,1,5,13,tonic,18.947999999999865
5,5,OD,1,5,14,tonic,20.134000000000015
5,5,OD,1,5,15,tonic,5.645999999999731
5,5,OD,1,5,16,tonic,8.081999999999425
5,5,OD,1,5,17,tonic,3.168000000000575
5,5,OD,1,5,18,tonic,13.050000000000182
5,5,OD,1,5,19,tonic,2.880000000000109
5,5,OD,1,5,20,tonic,23.550000000000182
5,5,OD,1,5,21,tonic,5.152000000000044
5,5,OD,1,5,22,tonic,21.6279999999997
5,5,OD,1,5,23,tonic,11.097999999999956
5,5,OD,1,5,24,tonic,5.739999999999782
5,5,OD,1,5,25,tonic,7.372000000000298
5,5,OD,1,5,26,tonic,15.800000000000182
5,5,OD,1,5,27,tonic,10.199999999999818
5,5,OD,1,5,28,tonic,5.257999999999811
5,5,OD,1,5,29,tonic,30.0
5,5,OD,1,5,30,tonic,10.0
5,5,OD,1,2,0,phasic,1.19399999999996
5,5,OD,1,2,1,phasic,2.2199999999998
5,5,OD,1,2,2,phasic,1.683999999999969
5,5,OD,1,2,0,tonic,8.55600000000004
5,5,OD,1,2,1,tonic,10.582000000000107
5,5,OD,1,2,2,tonic,0.3220000000001164
5,5,OD,1,2,3,tonic,0.4420000000000073
5,5,OD,1,2,4,tonic,69.0
5,5,OD,1,3,0,phasic,1.0879999999999654
5,5,OD,1,3,1,phasic,1.7699999999999818
5,5,OD,1,3,2,phasic,1.2560000000000855
5,5,OD,1,3,3,phasic,1.0800000000001546
5,5,OD,1,3,0,tonic,18.758000000000038
5,5,OD,1,3,1,tonic,59.38599999999997
5,5,OD,1,3,2,tonic,0.0019999999999527063
5,5,OD,1,3,3,tonic,41.74199999999996
5,5,OD,1,3,4,tonic,4.821999999999889
5,5,OD,1,3,5,tonic,23.097999999999956
5,5,OD,1,3,6,tonic,44.0
5,5,OD,1,4,0,phasic,1.481999999999971
5,5,OD,1,4,1,phasic,1.5980000000001837
5,5,OD,1,4,2,phasic,1.9919999999999618
5,5,OD,1,4,3,phasic,1.5699999999999363
5,5,OD,1,4,4,phasic,1.227999999999838
5,5,OD,1,4,5,phasic,0.9519999999999982
5,5,OD,1,4,0,tonic,25.374000000000024
5,5,OD,1,4,1,tonic,2.849999999999909
5,5,OD,1,4,2,tonic,2.793999999999869
5,5,OD,1,4,3,tonic,22.910000000000082
5,5,OD,1,4,4,tonic,0.09799999999995634
5,5,OD,1,4,5,tonic,22.26000000000022
5,5,OD,1,4,6,tonic,81.11000000000013
5,5,OD,1,4,7,tonic,4.781999999999925
5,17,HC,1,5,0,phasic,1.5320000000001528
5,17,HC,1,5,1,phasic,1.6300000000001091
5,17,HC,1,5,2,phasic,2.8300000000008367
5,17,HC,1,5,3,phasic,1.7460000000000946
5,17,HC,1,5,4,phasic,1.1959999999999127
5,17,HC,1,5,5,phasic,1.654000000000451
5,17,HC,1,5,6,phasic,1.8040000000000873
5,17,HC,1,5,7,phasic,0.9459999999999127
5,17,HC,1,5,8,phasic,1.3400000000001455
5,17,HC,1,5,9,phasic,1.9479999999994106
5,17,HC,1,5,10,phasic,1.5540000000000873
5,17,HC,1,5,11,phasic,1.5239999999994325
5,17,HC,1,5,12,phasic,0.930000000000291
5,17,HC,1,5,13,phasic,6.280000000000655
5,17,HC,1,5,0,tonic,77.63200000000006
5,17,HC,1,5,1,tonic,15.60799999999972
5,17,HC,1,5,2,tonic,67.59799999999996
5,17,HC,1,5,3,tonic,15.979999999999563
5,17,HC,1,5,4,tonic,61.36199999999917
